"","Loans.funded_amnt","Loans.loan_amnt","Loans.dti","Loans.emp_length","Loans.installment","Loans.annual_inc","Loans.revol_bal","earlyear","proputil","Loans.open_acc","Loans.loan_status"
"31139",8500,8500,23.07,2,299.15,31800,9640,106,87.6,4,"Charged Off"
"31149",4200,4200,7.49,5,138.23,33000,4898,105,17.4,12,"Charged Off"
"31150",5600,5600,4,1,194.02,45000,3839,101,76.8,5,"Charged Off"
"31163",1200,1200,3.08,5,40.93,60000,2823,106,65.7,3,"Charged Off"
"31174",9000,9000,17.12,0,302.1,26000,14152,91,71.7,7,"Charged Off"
"31175",5800,5800,14.58,2,196.76,40000,4112,101,45.2,8,"Charged Off"
"31176",12000,12000,12.48,8,413.58,133000,18159,91,96.6,12,"Charged Off"
"31207",18000,18000,6.85,10,582.93,62000,8793,99,24.1,11,"Charged Off"
"31219",7000,7000,8.59,0,242.53,51000,6907,105,92.1,11,"Charged Off"
"31240",5600,5600,6.33,1,193.01,14400,1578,105,68.6,3,"Charged Off"
"31242",4000,4000,11.68,2,134.27,48000,303,97,43.3,3,"Charged Off"
"31256",4750,4750,18.49,7,160.29,85000,10979,84,86.4,14,"Charged Off"
"31264",3250,3250,22.65,2,100.56,39000,24455,102,52.9,14,"Charged Off"
"31286",18000,18000,15.75,3,626.91,71000,24322,98,95,8,"Charged Off"
"31299",25000,25000,7.28,2,907.6,235000,28897,92,46.9,12,"Charged Off"
"31303",25000,25000,13.96,0,884.44,180000,16960,83,90.7,10,"Charged Off"
"31305",4000,4000,9.12,5,139.32,35000,2653,102,49.1,8,"Charged Off"
"31312",15000,15000,14.96,10,485.78,125000,8443,86,43.7,12,"Charged Off"
"31335",5000,5000,14.84,10,156.41,41000,1451,100,31.5,7,"Charged Off"
"31337",12000,12000,17,3,394.94,30000,11134,103,28.9,16,"Charged Off"
"31348",5000,5000,23.96,10,164.56,58000,12598,99,75,8,"Charged Off"
"31353",15000,15000,10.9,1,503.5,24000,9156,105,34.3,9,"Charged Off"
"31354",16000,16000,21.07,5,542.79,50000,11495,104,76.1,9,"Charged Off"
"31358",8000,8000,10.83,0,272.84,42000,5485,97,76.2,10,"Charged Off"
"31360",10000,10000,1.8,2,341.04,83976,3109,106,15.9,7,"Charged Off"
"31367",7000,7000,9.65,7,242.53,36416.84,12392,100,73.8,10,"Charged Off"
"31377",4000,4000,20.88,2,134.98,20000,9418,101,38.1,13,"Charged Off"
"31379",25000,25000,3.95,10,861.63,48000,0,103,0,3,"Charged Off"
"31389",25000,25000,18.05,10,870.71,72000,35998,83,87.4,10,"Charged Off"
"31393",3000,3000,5.55,8,93.33,24000,4296,104,20.4,6,"Charged Off"
"31414",20500,20500,24.52,5,771.28,69000,16491,100,99.9,6,"Charged Off"
"31427",15000,15000,22.63,3,522.43,85000,21180,100,96.7,11,"Charged Off"
"31436",15200,15200,0,7,518.38,125000,0,103,0,5,"Charged Off"
"31468",17500,17500,22.18,3,596.82,75000,38537,101,88,10,"Charged Off"
"31472",8500,8500,15.83,0,300.71,26000,9306,106,97.6,5,"Charged Off"
"31475",16500,16500,15.1,9,583.73,96000,19257,97,92.6,8,"Charged Off"
"31476",16000,16000,12.41,0,548.55,120000,33113,97,97.4,11,"Charged Off"
"31498",8000,8000,13.07,6,271.4,82000,28539,98,94.5,8,"Charged Off"
"31503",20000,20000,14.29,1,674.9,65000,21231,94,53.1,11,"Charged Off"
"31508",13750,13750,22.23,1,461.54,36000,17053,96,77.7,5,"Charged Off"
"31541",5000,5000,3.13,0,169.63,48000,198,97,39.6,2,"Charged Off"
"31549",3800,3800,19.29,0,130.97,20400,17012,92,91,11,"Charged Off"
"31552",8000,8000,5.11,9,268.53,35000,3878,101,38.8,4,"Charged Off"
"31566",10000,10000,7.25,10,341.04,140000,47134,99,50.7,23,"Charged Off"
"31572",23975,23975,23.44,3,865.92,150000,92965,100,61.9,12,"Charged Off"
"31581",6400,6400,0.57,0,219.42,40000,899,104,13.2,3,"Charged Off"
"31583",10000,10000,16.97,10,353.78,55000,3052,92,41.8,5,"Charged Off"
"31589",11200,11200,19.15,3,350.34,25000,10485,93,36.2,9,"Charged Off"
"31590",14400,14400,22.43,5,468.86,36000,10899,102,84.5,7,"Charged Off"
"31602",18000,18000,13.59,7,613.87,54500,19994,98,49.4,13,"Charged Off"
"31614",15000,15000,16.24,0,511.56,73392,14153,92,95.6,8,"Charged Off"
"31615",15000,15000,14.14,10,519.7,37000,7186,98,55.7,6,"Charged Off"
"31620",20000,20000,9.21,10,674.9,140000,28651,93,92.4,5,"Charged Off"
"31629",16000,16000,19.29,3,537.06,45000,12790,101,49.8,4,"Charged Off"
"31636",18000,18000,10.25,8,607.41,73000,8613,101,40.6,9,"Charged Off"
"31658",4750,4750,11.64,0,162,16800,5166,98,86.1,4,"Charged Off"
"31674",13000,13000,23.85,1,457.52,57500,8373,101,57,10,"Charged Off"
"31697",2000,2000,17.28,0,73.45,50000,11132,99,98.5,6,"Charged Off"
"31700",8000,8000,10.37,3,267.74,36000,8301,83,79.8,13,"Charged Off"
"31713",7750,7750,22.42,4,260.66,29808,7751,90,52.7,6,"Charged Off"
"31719",20000,20000,0.23,10,672.67,51600,41,92,0.2,3,"Charged Off"
"31724",19600,19600,13.58,10,685.73,67499,11189,96,65.1,14,"Charged Off"
"31728",7750,7750,2.24,2,276.48,13920,984,88,98.4,2,"Charged Off"
"31734",3600,3600,2.24,5,123.51,207000,105418,95,66.2,4,"Charged Off"
"31736",5000,5000,12.59,9,158.06,75000,8119,93,23.9,11,"Charged Off"
"31743",5000,5000,9.92,0,164.85,30000,452,67,90.4,5,"Charged Off"
"31753",6000,6000,0.76,3,213.01,47500,981,100,89.2,3,"Charged Off"
"31758",15000,15000,2.18,0,499.5,70000,4509,96,60.1,4,"Charged Off"
"31778",21000,21000,4.84,10,699.3,53580,120,88,2.4,4,"Charged Off"
"31798",17600,17600,12.34,0,559.18,63000,8943,71,21.2,8,"Charged Off"
"31799",25000,25000,2.47,0,896.19,140000,14556,85,94.5,3,"Charged Off"
"31803",20000,20000,23.93,2,669.33,51000,10695,104,43.8,11,"Charged Off"
"31804",24000,24000,14.45,2,847.9,150000,3539,104,36.5,6,"Charged Off"
"31810",25000,25000,19.75,8,904.88,1e+05,73999,94,86.8,18,"Charged Off"
"31813",25000,25000,14.72,0,870.39,240000,28813,98,44.9,14,"Charged Off"
"31831",13800,13800,17.5,2,468.77,57600,15365,100,70.2,6,"Charged Off"
"31833",25000,25000,9.36,4,891.86,55000,6049,98,90.3,9,"Charged Off"
"31836",15200,15200,17.19,0,521.45,43000,18944,98,97.6,14,"Charged Off"
"31840",10000,10000,10.59,3,331.34,80000,6490,92,4.9,14,"Charged Off"
"31853",5000,5000,12.13,2,174.08,126000,30995,97,82.6,7,"Charged Off"
"31856",15000,15000,3.76,10,492.06,89000,16001,73,38.6,7,"Charged Off"
"31867",10000,10000,0.08,3,363.7,80000,167,100,11.1,2,"Charged Off"
"31880",8000,8000,7.04,0,267.74,52000,7910,72,90.9,6,"Charged Off"
"31886",12000,12000,15.06,1,415.74,84000,28577,90,94.6,14,"Charged Off"
"31905",2850,2850,24.7,5,94.44,24000,4184,100,38.7,5,"Charged Off"
"31911",9000,9000,8.49,0,302.7,98000,8644,98,80,5,"Charged Off"
"31918",25000,25000,10.04,5,909.25,54000,1066,100,20.5,11,"Charged Off"
"31925",12000,12000,12.13,3,421.89,28000,12593,104,33.3,26,"Charged Off"
"31927",2000,2000,1.77,4,71.01,384000,13757,105,98.3,3,"Charged Off"
"31929",9975,9975,18.98,8,328.87,60000,26537,98,64.9,14,"Charged Off"
"31932",6000,6000,12.95,10,206.86,58000,8763,79,47.9,14,"Charged Off"
"31935",1800,1800,6.33,1,59.94,18000,1454,106,33.8,6,"Charged Off"
"31945",3500,3500,5.24,0,120.67,19012.8,1418,100,28.9,9,"Charged Off"
"31949",14400,14400,5.42,3,484.32,48000,11738,96,73.4,3,"Charged Off"
"31954",12000,12000,16.44,0,413.71,40000,441,100,55.1,2,"Charged Off"
"31960",4800,4800,19.98,10,170.41,73200,15934,99,99,3,"Charged Off"
"31966",8000,8000,12.21,8,274.45,74400,35638,98,97.7,4,"Charged Off"
"31974",8000,8000,8.12,0,299.43,30000,7327,105,86.2,5,"Charged Off"
"31984",5000,5000,9.04,0,158.06,30000,363,87,2,6,"Charged Off"
"31987",20000,20000,2.73,0,662.68,240000,1260,96,7.2,11,"Charged Off"
"31992",3250,3250,22.41,5,111.5,20400,7986,100,81.5,8,"Charged Off"
"31993",12000,12000,19.32,0,403.6,40000,10602,102,60.6,12,"Charged Off"
"32009",15000,15000,9.35,9,492.06,62500,19639,95,39.1,10,"Charged Off"
"32024",10000,10000,5.41,3,349.87,45000,5695,97,59.9,4,"Charged Off"
"32030",24000,24000,7.09,4,872.88,6e+05,58222,93,39,9,"Charged Off"
"32033",20000,20000,9.41,3,689.51,62000,20976,98,39.1,6,"Charged Off"
"32042",3500,3500,4.33,1,115.97,90000,11999,100,94.5,5,"Charged Off"
"32048",13000,13000,6,2,428.59,45000,11574,100,14.9,15,"Charged Off"
"32056",19000,19000,7,10,587.1,54000,2606,97,57.9,3,"Charged Off"
"32058",3000,3000,4.17,2,99.41,14400,0,103,0,2,"Charged Off"
"32071",6400,6400,8.94,2,223.92,47000,0,102,0,5,"Charged Off"
"32079",25000,25000,10.52,1,883.23,48360,13160,98,64.9,10,"Charged Off"
"32080",20000,20000,21.17,0,669.33,160000,78024,94,66.5,15,"Charged Off"
"32092",3500,3500,3.44,2,116.55,25788.36,1815,100,62.6,4,"Charged Off"
"32108",4000,4000,16.65,2,133.2,41000,1649,104,22.6,19,"Charged Off"
"32111",10000,10000,10.07,0,333,18000,7159,97,73.1,8,"Charged Off"
"32121",4800,4800,7.37,10,148.32,43800,0,99,0,2,"Charged Off"
"32131",7500,7500,0,1,231.75,12720,0,106,0,7,"Charged Off"
"32137",7000,7000,19.36,4,233.1,30000,6601,104,58.2,11,"Charged Off"
"32152",5000,5000,8.88,10,175.79,51200,1793,102,99.6,5,"Charged Off"
"32167",2500,2500,7.89,2,84.93,40000,1243,86,17.8,7,"Charged Off"
"32176",4000,4000,7,2,134.54,18000,48,106,4.8,4,"Charged Off"
"32196",10000,10000,15.75,10,316.11,150000,42160,96,59.4,10,"Charged Off"
"32216",2500,2500,0.53,4,94.02,45600,2106,104,91.6,3,"Charged Off"
"32257",13000,13000,22.53,4,441.6,36000,17524,98,82.9,5,"Charged Off"
"32258",6500,6500,16.38,0,222.99,25200,1562,99,57.9,5,"Charged Off"
"32269",15000,15000,2.11,0,532.53,60225,4949,106,0,7,"Charged Off"
"32270",3500,3500,8.56,0,110.64,40800,194,70,2.9,4,"Charged Off"
"32279",1500,1500,7.07,0,49.46,18000,2217,103,34.1,3,"Charged Off"
"32297",13750,13750,24.03,2,464.76,42000,26418,94,85,7,"Charged Off"
"32301",6200,6200,8.9,0,203.39,24000,6143,97,56.4,9,"Charged Off"
"32307",15250,15250,13.16,5,541.4,28080,29,106,0.3,9,"Charged Off"
"32308",10500,10500,4.57,0,347.91,79000,258,95,0.7,3,"Charged Off"
"32315",10000,10000,21.3,4,339.69,47500,8751,94,75.5,9,"Charged Off"
"32323",1500,1500,20.7,3,51.21,54000,1449,103,90.6,9,"Charged Off"
"32328",20000,20000,0.6,2,703.15,52000,1742,102,7.9,3,"Charged Off"
"32342",5000,5000,2.5,0,184.49,30288.24,2077,96,64.9,2,"Charged Off"
"32344",2400,2400,19.13,0,82.34,28800,2041,95,70.4,7,"Charged Off"
"32345",3600,3600,4.75,0,124.73,24000,2188,103,91.2,11,"Charged Off"
"32360",5000,5000,18.62,4,172.38,33000,5134,101,77.8,5,"Charged Off"
"32362",1600,1600,21.46,2,54.35,12360,0,105,0,2,"Charged Off"
"32365",14000,14000,15.43,0,475.56,115000,27016,98,81.9,13,"Charged Off"
"32374",15000,15000,7.15,0,540.32,89000,692,97,11.5,4,"Charged Off"
"32375",10000,10000,24.56,10,333,30000,27735,103,41.6,12,"Charged Off"
"32391",5100,5100,9.14,4,172.39,70000,1999,99,54,5,"Charged Off"
"32398",5000,5000,3.26,2,169.01,50000,3062,105,33.3,7,"Charged Off"
"32409",12500,12500,4.26,5,397.15,180952,31141,95,0.4,12,"Charged Off"
"32414",16000,16000,19.36,2,590.35,64575,9605,99,86.5,5,"Charged Off"
"32441",18000,18000,13.9,3,599.4,65000,6683,99,55.7,9,"Charged Off"
"32449",10000,10000,8.29,0,338.01,95000,14822,98,76.4,6,"Charged Off"
"32467",9000,9000,15.44,2,310.28,30000,3971,99,58.4,11,"Charged Off"
"32469",6500,6500,1.08,1,225.2,60000,0,106,0,4,"Charged Off"
"32473",6500,6500,14.97,4,227.41,36000,4357,98,92.7,6,"Charged Off"
"32481",5000,5000,11,0,173.23,14400,2367,106,56.4,3,"Charged Off"
"32490",14000,14000,15,1,477.92,54000,18270,99,52.7,7,"Charged Off"
"32494",5000,5000,24.4,2,173.23,30000,1451,102,46.8,7,"Charged Off"
"32505",7000,7000,12.66,10,242.52,43800,3294,95,70.1,14,"Charged Off"
"32530",18000,18000,12.33,7,608.42,47682,4646,99,55.2,3,"Charged Off"
"32532",4900,4900,19.53,0,165.63,36000,5948,105,48.8,7,"Charged Off"
"32541",5000,5000,8.67,10,164.85,58000,1885,95,19.6,9,"Charged Off"
"32571",2500,2500,22.41,7,83.25,44340,14589,97,34.9,9,"Charged Off"
"32580",6000,6000,18.82,0,198.81,60000,15638,96,93.1,9,"Charged Off"
"32581",3500,3500,15.8,2,111.21,48000,10659,99,76.4,6,"Charged Off"
"32583",3000,3000,23.67,7,99.41,80400,17829,89,66.3,8,"Charged Off"
"32588",2400,2400,21,0,81.93,26400,6704,89,98.6,4,"Charged Off"
"32594",5000,5000,13.49,0,169.01,42000,14953,100,97.7,4,"Charged Off"
"32597",21000,21000,17.95,6,716.88,68000,14533,96,80.7,10,"Charged Off"
"32614",8500,8500,16.05,5,290.17,40000,13013,104,66.1,10,"Charged Off"
"32625",20400,20400,6.84,2,734.83,57000,1820,104,42.3,5,"Charged Off"
"32629",23000,23000,8.58,2,765.9,78000,26552,98,49.2,7,"Charged Off"
"32636",24250,24250,17.41,10,807.53,54578,28559,98,73.2,8,"Charged Off"
"32650",20000,20000,10.72,1,662.68,76000,2261,96,17.5,8,"Charged Off"
"32659",6000,6000,10.42,10,190.63,105000,10465,97,44,7,"Charged Off"
"32662",5000,5000,21.49,2,167.34,37300,0,97,0,8,"Charged Off"
"32664",12000,12000,21.68,10,403.6,32000,7370,97,85.7,3,"Charged Off"
"32687",4000,4000,13.8,2,134.54,18000,9794,101,75.9,4,"Charged Off"
"32713",16000,16000,20.64,3,557.05,70000,11725,104,54.8,7,"Charged Off"
"32725",7000,7000,13.35,0,240.15,32000,5999,106,27.6,13,"Charged Off"
"32732",14100,14100,20.91,7,483.72,52000,42613,92,98.4,10,"Charged Off"
"32736",4750,4750,18.27,0,168.64,31200,14940,105,40.8,20,"Charged Off"
"32737",5000,5000,15.4,2,169.01,110000,53761,99,92.1,10,"Charged Off"
"32741",6000,6000,9.65,2,199.8,24000,3380,99,31.9,3,"Charged Off"
"32742",3250,3250,6.13,0,103.26,45000,4708,104,43.2,4,"Charged Off"
"32749",11200,11200,10.8,1,367.4,35000,10631,99,36.9,8,"Charged Off"
"32782",24250,24250,2.06,10,827.82,130000,6834,83,30.4,3,"Charged Off"
"32788",6250,6250,23.26,1,210.21,29000,12082,99,82.2,7,"Charged Off"
"32789",6000,6000,15.7,3,190.63,50000,55,101,0.6,8,"Charged Off"
"32792",13650,13650,7.89,0,482.25,33000,11209,100,66.7,7,"Charged Off"
"32797",9000,9000,11.36,4,296.72,32000,16021,99,30.6,14,"Charged Off"
"32799",17000,17000,14.13,3,612.36,64800,20429,94,66.1,11,"Charged Off"
"32820",1500,1500,9.6,3,47.66,40000,193,102,7.4,8,"Charged Off"
"32823",7750,7750,19.52,2,275.14,26000,10634,105,71.5,5,"Charged Off"
"32826",10000,10000,18.22,10,339.69,55000,16121,97,39.1,14,"Charged Off"
"32830",9000,9000,15.1,0,280.97,33612,8880,80,17,8,"Charged Off"
"32831",18250,18250,23.12,8,626.08,52000,13882,99,69.4,18,"Charged Off"
"32833",8000,8000,10.79,10,265.08,49590,2843,98,26.1,9,"Charged Off"
"32842",12000,12000,23.2,2,393.65,45000,3663,99,28.2,4,"Charged Off"
"32843",8950,8950,22.12,1,302.52,39000,18610,89,40,11,"Charged Off"
"32850",8500,8500,13.67,2,287.31,18000,4867,104,46.4,13,"Charged Off"
"32870",3000,3000,4.63,0,102.42,62500,900,89,19.6,12,"Charged Off"
"32879",5000,5000,13.68,0,173.23,48000,9138,96,41.3,10,"Charged Off"
"32892",15000,15000,5.26,0,522.23,50000,8394,75,79.2,7,"Charged Off"
"32913",8000,8000,11.61,0,274.45,88500,15514,102,77.2,13,"Charged Off"
"32916",14000,14000,21.82,0,480.29,44000,14479,99,53.8,12,"Charged Off"
"32921",15000,15000,10.13,0,502,84000,15690,95,52.1,8,"Charged Off"
"32937",5000,5000,23.19,0,179.24,77000,35820,83,96.8,11,"Charged Off"
"32948",12000,12000,15.78,4,411.67,85000,2335,97,97.3,5,"Charged Off"
"32968",22000,22000,0.56,8,725.31,89650,2123,99,4.8,8,"Charged Off"
"32969",15000,15000,13.38,2,504.5,87000,14045,94,29.4,15,"Charged Off"
"32974",12000,12000,5.69,0,397.61,35400,14406,96,67.6,8,"Charged Off"
"32980",8000,8000,17.27,5,266.4,36000,7976,98,47.2,9,"Charged Off"
"32994",14500,14500,12.98,0,517.28,30600,2057,99,89.4,2,"Charged Off"
"32997",2500,2500,14.56,6,84.51,31323,17806,87,99.4,7,"Charged Off"
"33009",2000,2000,9.04,2,66.94,32000,10186,105,50.7,6,"Charged Off"
"33012",8000,8000,0.49,5,278.53,61000,858,101,66,2,"Charged Off"
"33015",14600,14600,18.73,3,510.8,97000,31485,97,58.6,21,"Charged Off"
"33022",6000,6000,15.36,10,202.81,45000,6026,99,80.9,5,"Charged Off"
"33024",15000,15000,3.41,0,524.8,160000,65872,103,59,7,"Charged Off"
"33032",14500,14500,7.54,4,514.77,28800,5465,106,80.4,4,"Charged Off"
"33036",8000,8000,12.59,2,275.81,61000,15183,103,70.3,9,"Charged Off"
"33042",4750,4750,22.36,2,164.57,25920,275,102,3.2,7,"Charged Off"
"33045",16000,16000,20.6,0,562.52,48000,10441,98,50.7,21,"Charged Off"
"33055",1000,1000,2.42,0,31.62,75000,5698,93,52.9,4,"Charged Off"
"33058",5000,5000,14.33,1,158.86,57600,2530,90,5.2,9,"Charged Off"
"33060",5000,5000,12.59,0,158.06,90000,3945,87,17.6,15,"Charged Off"
"33064",5000,5000,3.16,4,176.65,60000,0,101,0,2,"Charged Off"
"33069",25000,25000,6.28,0,832.5,2e+05,15169,99,35,9,"Charged Off"
"33070",1000,1000,11.57,0,32.97,25200,7569,94,74.2,6,"Charged Off"
"33071",3000,3000,20.34,0,99.41,17400,228,104,9.9,2,"Charged Off"
"33077",19750,19750,19.87,0,746.24,125000,90063,88,79.6,28,"Charged Off"
"33081",3250,3250,6,0,102.74,6000,1215,103,32.8,6,"Charged Off"
"33105",5000,5000,8.67,2,166.5,43900,11797,100,68.2,11,"Charged Off"
"33114",4200,4200,9.8,2,146.23,30000,5256,104,93.9,4,"Charged Off"
"33129",24250,24250,18.08,0,852.57,120000,12067,98,20.7,30,"Charged Off"
"33130",6400,6400,11.09,9,215.26,70775,12267,91,40,10,"Charged Off"
"33142",8000,8000,4.5,4,277.16,62400,5009,106,49.6,7,"Charged Off"
"33148",5000,5000,16.57,0,168.17,52800,1465,99,63.7,7,"Charged Off"
"33152",9500,9500,21.87,4,330.75,36000,7306,105,73.1,10,"Charged Off"
"33157",8000,8000,6.19,1,269.07,84000,685,95,85.6,3,"Charged Off"
"33158",7750,7750,3.27,0,259.37,23868,1709,97,94.9,3,"Charged Off"
"33164",10000,10000,13.49,0,343.06,52500,7573,94,48.5,10,"Charged Off"
"33182",12000,12000,7.82,10,393.65,75000,10320,101,8.9,17,"Charged Off"
"33202",6000,6000,16.2,0,206.86,30000,16626,104,91.9,4,"Charged Off"
"33205",5000,5000,5.66,2,165.67,88900,8950,93,31.1,8,"Charged Off"
"33218",8400,8400,5.78,0,285.34,50000,3743,97,83.2,5,"Charged Off"
"33220",7500,7500,13.02,2,249.75,36320,6528,98,42.7,8,"Charged Off"
"33222",5000,5000,4.85,0,167.34,16320,1231,106,11.8,10,"Charged Off"
"33240",6500,6500,8.64,1,219.71,40000,6770,101,18.8,4,"Charged Off"
"33283",25000,25000,18.54,9,918.02,148000,46031,96,77.4,9,"Charged Off"
"33284",15000,15000,0.81,0,509.53,81000,981,96,1.1,14,"Charged Off"
"33286",14800,14800,15.5,8,515.27,60000,7237,99,45,12,"Charged Off"
"33294",4500,4500,12.98,0,147.62,32000,10491,104,27,5,"Charged Off"
"33295",9000,9000,11.88,1,280.97,55029,8805,79,8.4,8,"Charged Off"
"33297",2725,2725,1.92,3,90.75,50000,0,101,0,2,"Charged Off"
"33298",8000,8000,13.36,0,275.81,115000,2884,97,96.8,11,"Charged Off"
"33311",25000,25000,3.27,0,849.22,86500,5482,94,57.7,4,"Charged Off"
"33312",24250,24250,5.99,2,844.28,136000,6548,99,63,6,"Charged Off"
"33318",19975,19975,14.16,9,681.89,125000,8641,99,41.9,8,"Charged Off"
"33332",8000,8000,20.16,1,273.1,30000,1923,105,76.9,5,"Charged Off"
"33340",13000,13000,10.8,10,437.24,24000,9424,102,38.6,11,"Charged Off"
"33341",14975,14975,16.08,2,501.16,30000,6327,99,66.6,7,"Charged Off"
"33359",6000,6000,1.61,1,197.82,34980,1926,95,6,7,"Charged Off"
"33360",12000,12000,11.2,10,421.89,54000,5418,98,33.9,11,"Charged Off"
"33384",4000,4000,23.22,1,134.54,26000,5610,101,80.1,11,"Charged Off"
"33394",9250,9250,22.25,1,293.89,24000,6738,74,28.2,9,"Charged Off"
"33402",25000,25000,0.13,4,840.83,94800,14,103,0.2,4,"Charged Off"
"33408",15000,15000,21.57,10,519.68,88800,13724,99,87.4,8,"Charged Off"
"33412",11000,11000,16.46,10,347.72,21000,4372,99,21.1,7,"Charged Off"
"33419",10000,10000,14.31,3,348.16,40000,980,102,32.7,4,"Charged Off"
"33440",5000,5000,1.78,1,184.49,35000,4198,88,44.2,3,"Charged Off"
"33446",1500,1500,6.44,1,49.46,10800,2763,85,9,3,"Charged Off"
"33448",10000,10000,14.32,1,344.76,60000,41063,78,61.3,15,"Charged Off"
"33451",7000,7000,5.94,7,235.44,60000,256,94,2,6,"Charged Off"
"33459",5000,5000,19.53,1,171.53,40000,36934,99,86.3,6,"Charged Off"
"33469",25000,25000,12.64,3,836.66,117000,28821,90,52.2,12,"Charged Off"
"33482",4000,4000,7.83,1,136.55,28800,3323,105,75.5,5,"Charged Off"
"33484",5000,5000,22.09,10,158.86,88000,20017,86,32,13,"Charged Off"
"33490",2500,2500,20.63,7,83.67,15360,1163,105,14.7,10,"Charged Off"
"33498",10000,10000,8.12,7,328.04,30000,15950,101,24.7,15,"Charged Off"
"33502",25000,25000,8.14,1,870.39,125000,431,103,3.5,12,"Charged Off"
"33505",24250,24250,3.25,10,852.57,104000,172,99,24.6,4,"Charged Off"
"33513",12000,12000,24.61,5,395.63,33009,11820,93,40.6,12,"Charged Off"
"33516",6000,6000,22.72,10,206.86,53360.32,22978,100,83.9,12,"Charged Off"
"33519",3000,3000,7.96,4,98.91,90000,7562,96,47,5,"Charged Off"
"33527",25000,25000,2.51,10,828.35,235800,2069,95,4,15,"Charged Off"
"33530",1750,1750,22.72,2,60.93,15000,4197,104,56,8,"Charged Off"
"33540",4000,4000,20.68,1,132.54,30000,3866,105,53,5,"Charged Off"
"33554",10000,10000,13.34,0,317.72,86807,39299,90,54.3,12,"Charged Off"
"33561",11525,11525,17.92,0,391.49,30000,11386,100,55.5,7,"Charged Off"
"33564",18000,18000,11.84,1,645.26,74900,12798,105,93.2,9,"Charged Off"
"33571",2500,2500,19.9,1,84.93,36000,2610,102,27.8,6,"Charged Off"
"33579",10000,10000,0.93,1,338.01,72000,3714,105,18.2,7,"Charged Off"
"33584",9000,9000,11.33,9,285.95,42140,13421,100,67.4,10,"Charged Off"
"33590",4000,4000,3.16,1,137.91,54996,3864,89,52.9,5,"Charged Off"
"33595",5000,5000,18.05,2,158.86,25000,9268,101,47.5,5,"Charged Off"
"33598",6000,6000,0.84,4,211.98,91650,0,96,0,2,"Charged Off"
"33600",19900,19900,8.18,9,659.37,64000,27095,90,67.1,11,"Charged Off"
"33608",10750,10750,11.91,2,352.64,53000,12619,103,61.3,9,"Charged Off"
"33614",8000,8000,21.88,3,274.45,39100,16090,102,25,15,"Charged Off"
"33622",16000,16000,10.42,4,538.14,60000,15949,100,92.7,9,"Charged Off"
"33628",1325,1325,19.29,2,44.57,26000,20493,102,95.3,6,"Charged Off"
"33630",19000,19000,19.87,10,674.53,53500,17176,99,73.4,12,"Charged Off"
"33635",12000,12000,17.48,2,421.89,72000,1249,97,6.1,13,"Charged Off"
"33651",23975,23975,12.46,10,802.36,49896,0,98,0,5,"Charged Off"
"33655",1750,1750,21.25,0,55.61,9600,2385,102,54.2,5,"Charged Off"
"33663",20000,20000,3.09,4,682.74,7e+05,6960,99,44.6,8,"Charged Off"
"33666",20000,20000,17.2,4,656.07,78000,1401,101,9.2,12,"Charged Off"
"33670",25000,25000,16.55,10,866.13,153000,23798,90,48.7,15,"Charged Off"
"33672",12000,12000,22.47,7,403.6,70000,13260,98,66.6,12,"Charged Off"
"33685",25000,25000,12.36,4,832.5,80000,47256,96,31.6,11,"Charged Off"
"33687",22750,22750,7.3,3,788.18,60000,2247,97,18.6,7,"Charged Off"
"33692",5000,5000,15.53,8,169.85,29664,3262,100,93.2,7,"Charged Off"
"33701",15000,15000,19.33,5,529.94,210000,26388,93,94.2,6,"Charged Off"
"33708",19200,19200,10.93,9,645.76,80000,222,102,2.8,4,"Charged Off"
"33711",5000,5000,18.39,3,174.94,24996,663,105,51,3,"Charged Off"
"33719",2500,2500,18.09,4,82.01,70000,14482,87,84.2,7,"Charged Off"
"33722",12500,12500,10.39,0,420.42,38000,12343,101,67.8,21,"Charged Off"
